,match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth
0,2023-wimbledon-4301,Fang Hsien Wu,Caroline Dolehide,0,1,1,1,0,0,0,0,0,15,2,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,-1
1,2023-wimbledon-4301,Fang Hsien Wu,Caroline Dolehide,0.316666667,1,1,2,0,0,0,0,0,30,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,-1
2,2023-wimbledon-4301,Fang Hsien Wu,Caroline Dolehide,0.633333333,1,1,3,0,0,0,0,15,30,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,-1
3,2023-wimbledon-4301,Fang Hsien Wu,Caroline Dolehide,1.083333333,1,1,4,0,0,0,0,15,40,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,-1
4,2023-wimbledon-4301,Fang Hsien Wu,Caroline Dolehide,1.633333333,1,1,5,0,0,0,0,30,40,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,-1
5,2023-wimbledon-4301,Fang Hsien Wu,Caroline Dolehide,2.283333333,1,1,6,0,0,0,1,0,0,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,-1
6,2023-wimbledon-4301,Fang Hsien Wu,Caroline Dolehide,3.316666667,1,2,7,0,0,0,1,15,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,-1
7,2023-wimbledon-4301,Fang Hsien Wu,Caroline Dolehide,3.733333333,1,2,8,0,0,0,1,30,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,-1
8,2023-wimbledon-4301,Fang Hsien Wu,Caroline Dolehide,4.166666667,1,2,9,0,0,0,1,40,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,-1
9,2023-wimbledon-4301,Fang Hsien Wu,Caroline Dolehide,4.633333333,1,2,10,0,0,1,1,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,-1
10,2023-wimbledon-4301,Fang Hsien Wu,Caroline Dolehide,5.2,1,3,11,0,0,1,1,15,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,-1
11,2023-wimbledon-4301,Fang Hsien Wu,Caroline Dolehide,5.566666667,1,3,12,0,0,1,1,30,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,-1
12,2023-wimbledon-4301,Fang Hsien Wu,Caroline Dolehide,6.183333333,1,3,13,0,0,1,1,30,15,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,-1
13,2023-wimbledon-4301,Fang Hsien Wu,Caroline Dolehide,6.516666667,1,3,14,0,0,1,1,30,30,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,-1
14,2023-wimbledon-4301,Fang Hsien Wu,Caroline Dolehide,6.866666667,1,3,15,0,0,1,1,30,40,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,-1
15,2023-wimbledon-4301,Fang Hsien Wu,Caroline Dolehide,7.2,1,3,16,0,0,1,1,40,40,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,-1
16,2023-wimbledon-4301,Fang Hsien Wu,Caroline Dolehide,7.633333333,1,3,17,0,0,1,1,40,AD,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,-1
17,2023-wimbledon-4301,Fang Hsien Wu,Caroline Dolehide,7.916666667,1,3,18,0,0,1,2,0,0,4,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,-1
18,2023-wimbledon-4301,Fang Hsien Wu,Caroline Dolehide,7.983333333,1,4,19,0,0,1,2,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,-1
19,2023-wimbledon-4301,Fang Hsien Wu,Caroline Dolehide,8.383333333,1,4,20,0,0,1,2,15,15,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,-1
20,2023-wimbledon-4301,Fang Hsien Wu,Caroline Dolehide,8.916666667,1,4,21,0,0,1,2,15,30,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,-1
21,2023-wimbledon-4301,Fang Hsien Wu,Caroline Dolehide,9.7,1,4,22,0,0,1,2,30,30,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,-1
22,2023-wimbledon-4301,Fang Hsien Wu,Caroline Dolehide,10.33333333,1,4,23,0,0,1,2,30,40,1,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,-1
23,2023-wimbledon-4301,Fang Hsien Wu,Caroline Dolehide,10.68333333,1,4,24,0,0,1,3,0,0,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,,,-1
24,2023-wimbledon-4301,Fang Hsien Wu,Caroline Dolehide,11.56666667,1,5,25,0,0,1,3,15,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,-1
